pickup_datetime,fare_amount,fare_class,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2010-04-13 00:29:22 UTC,14.9,1,-73.975008,40.760916,-74.004701,40.707427,1
2010-04-21 14:08:48 UTC,6.1,0,-73.983305,40.757858,-73.99134,40.750287,1
2010-04-21 21:41:28 UTC,4.5,0,-73.993924,40.74153,-73.986296,40.75195,1
2010-04-25 00:46:21 UTC,4.5,0,-73.983159,40.76104,-73.972916,40.755789,1
2010-04-20 17:38:09 UTC,6.1,0,-73.991282,40.730036,-74.007721,40.732251,1
2010-04-16 23:23:34 UTC,6.9,0,-73.984485,40.741914,-73.967298,40.756944,1
2010-04-16 08:48:00 UTC,6.9,0,-73.986023,40.762555,-73.973733,40.758797,5
2010-04-22 15:12:57 UTC,4.9,0,-74.00055,40.732326,-73.992374,40.743369,2
2010-04-23 22:42:43 UTC,4.5,0,-73.963512,40.765698,-73.960433,40.777214,1
2010-04-16 05:57:00 UTC,8.5,0,-73.948597,40.788995,-73.97749,40.751955,1
2010-04-14 09:35:00 UTC,5.7,0,-73.988973,40.75743,-73.979618,40.76631,5
2010-04-16 08:18:34 UTC,4.5,0,-73.961662,40.768474,-73.953246,40.764647,1
2010-04-22 21:39:01 UTC,5.3,0,-73.994047,40.746475,-73.986171,40.752175,1
2010-04-22 18:09:47 UTC,7.3,0,-73.978319,40.762733,-73.959216,40.780308,1
2010-04-21 22:29:49 UTC,8.9,0,-73.991332,40.765254,-73.960374,40.769661,1
2010-04-25 03:37:04 UTC,14.1,1,-73.986235,40.726541,-73.95161,40.685326,2
2010-04-12 16:34:15 UTC,8.1,0,-73.957741,40.803866,-73.937925,40.804529,1
2010-04-19 10:45:00 UTC,10.1,1,-73.962602,40.775775,-73.972687,40.764637,1
2010-04-11 12:21:49 UTC,8.1,0,-73.978648,40.764575,-73.993251,40.74962,1
2010-04-17 23:44:11 UTC,4.9,0,-73.984241,40.768126,-73.967183,40.760894,1
2010-04-17 11:55:42 UTC,11.3,1,-73.978143,40.745538,-73.973901,40.784213,1
2010-04-21 10:29:31 UTC,4.5,0,-73.963552,40.768615,-73.966885,40.760825,1
2010-04-14 23:17:09 UTC,7.3,0,-73.978835,40.724228,-74.002164,40.739628,1
2010-04-19 11:57:26 UTC,5.7,0,-73.990453,40.746276,-73.978633,40.762926,1
2010-04-24 16:35:42 UTC,16.1,1,-73.958724,40.799856,-73.975353,40.735574,1
2010-04-18 22:08:15 UTC,7.7,0,-73.98221,40.771176,-73.997897,40.743327,1
2010-04-15 20:14:34 UTC,12.1,1,-74.011141,40.716404,-73.982635,40.767458,1
2010-04-12 15:59:01 UTC,4.1,0,-73.963028,40.762443,-73.969708,40.753609,1
2010-04-20 06:22:00 UTC,4.5,0,-73.981698,40.762115,-73.974388,40.757028,1
2010-04-21 21:57:23 UTC,14.5,1,-73.991949,40.754127,-73.952198,40.73305,1
2010-04-13 15:28:54 UTC,20.5,1,-74.003622,40.7292,-73.980305,40.74452,1
2010-04-15 12:26:05 UTC,8.5,0,-73.979568,40.766268,-73.990336,40.73948,1
2010-04-16 12:55:30 UTC,4.9,0,-73.965687,40.805718,-73.958555,40.781113,1
2010-04-12 18:54:52 UTC,7.3,0,-73.982147,40.775107,-73.988028,40.74159,1
2010-04-22 12:51:17 UTC,5.3,0,-73.998148,40.726126,-73.999543,40.733785,1
2010-04-12 10:59:48 UTC,4.9,0,-73.964031,40.77374,-73.966964,40.763748,1
2010-04-16 13:20:40 UTC,7.7,0,-73.981424,40.778464,-73.961972,40.767703,1
2010-04-22 00:58:07 UTC,11.3,1,-73.985936,40.757605,-73.993653,40.714231,2
2010-04-23 14:20:32 UTC,6.5,0,-73.950205,40.79555,-73.95397,40.79046,1
2010-04-15 17:48:11 UTC,18.9,1,-73.978979,40.772113,-73.986899,40.721165,1
2010-04-23 23:40:22 UTC,23.87,1,-73.872987,40.77418,-73.953282,40.778565,1
2010-04-23 12:46:48 UTC,7.7,0,-73.966402,40.761922,-73.982626,40.771641,1
2010-04-21 13:40:06 UTC,19.87,1,-73.94856,40.778017,-73.914921,40.76412,1
2010-04-17 00:02:26 UTC,20.1,1,-74.003133,40.734372,-73.91798,40.765278,2
2010-04-15 12:23:06 UTC,6.9,0,-73.977077,40.776669,-73.969687,40.794659,1
2010-04-12 13:30:00 UTC,14.1,1,-73.97166,40.74994,-73.97384,40.789772,1
2010-04-15 07:14:18 UTC,3.3,0,-73.987013,40.758999,-73.9876,40.755193,1
2010-04-17 03:46:15 UTC,9.3,0,-73.967725,40.687468,-73.957668,40.656647,1
2010-04-17 00:29:46 UTC,11.3,1,-73.998227,40.71358,-73.976395,40.750332,1
2010-04-15 21:58:48 UTC,6.5,0,-74.006204,40.739786,-73.994735,40.750338,1
2010-04-16 02:36:27 UTC,5.7,0,-73.97748,40.751628,-73.991372,40.75064,1
2010-04-15 20:52:15 UTC,7.7,0,-73.977217,40.75871,-73.991496,40.736953,1
2010-04-21 11:28:59 UTC,9.7,0,-73.9745,40.762657,-73.991183,40.750125,1
2010-04-17 01:14:12 UTC,9.3,0,-73.969079,40.760943,-74.003575,40.753532,1
2010-04-22 07:58:43 UTC,6.5,0,-73.965696,40.774346,-73.978277,40.754123,1
2010-04-24 13:02:52 UTC,4.9,0,-73.980069,40.770774,-73.980713,40.782486,1
2010-04-22 18:14:56 UTC,5.3,0,-73.957734,40.772604,-73.945228,40.773485,2
2010-04-22 16:41:18 UTC,4.9,0,-73.97602,40.752334,-73.98469,40.739741,3
2010-04-16 17:37:38 UTC,17.3,1,-74.006885,40.701225,-73.978199,40.758703,1
2010-04-19 21:32:15 UTC,10.5,1,-74.009418,40.713027,-73.978567,40.761673,1
2010-04-15 19:30:47 UTC,6.9,0,-73.990964,40.771269,-74.005295,40.748061,1
2010-04-17 10:17:00 UTC,4.5,0,-73.974878,40.74617,-73.966038,40.753478,1
2010-04-21 20:36:50 UTC,14.9,1,-74.005669,40.725667,-73.983929,40.66423,1
2010-04-23 11:45:45 UTC,8.1,0,-73.979905,40.781037,-73.958379,40.781274,1
2010-04-24 07:16:00 UTC,9.3,0,-73.985402,40.735035,-73.96267,40.772342,2
2010-04-16 21:10:22 UTC,6.9,0,-73.971572,40.751186,-73.98597,40.732728,1
2010-04-14 18:24:30 UTC,23.3,1,-73.874638,40.774044,-73.987159,40.723609,1
2010-04-17 20:10:52 UTC,8.5,0,-73.957519,40.770296,-73.984124,40.75466,1
2010-04-15 10:25:59 UTC,9.7,0,-73.97802,40.757051,-73.999356,40.723791,1
2010-04-12 09:47:00 UTC,4.1,0,-73.996698,40.758027,-73.994817,40.765125,1
2010-04-21 07:43:14 UTC,12.1,1,-73.947906,40.770823,-73.977155,40.753027,3
2010-04-13 20:06:37 UTC,13.3,1,-74.010624,40.711277,-73.991375,40.765199,1
2010-04-17 01:13:51 UTC,7.3,0,-73.988347,40.746075,-73.992004,40.726015,3
2010-04-18 15:01:27 UTC,2.9,0,-73.996381,40.744431,-73.995935,40.748683,1
2010-04-16 18:02:52 UTC,4.9,0,-73.979012,40.785314,-73.980938,40.774707,1
2010-04-22 11:59:43 UTC,8.1,0,-73.995335,40.744877,-73.978872,40.750203,1
2010-04-19 23:26:32 UTC,39.87,1,-73.870828,40.773707,-74.008421,40.706672,1
2010-04-12 22:24:37 UTC,8.5,0,-73.988071,40.737795,-73.963109,40.765653,1
2010-04-20 11:22:50 UTC,6.9,0,-73.958137,40.775811,-73.968499,40.761897,1
2010-04-20 20:02:17 UTC,45.0,1,-73.960633,40.778362,-73.790361,40.643846,2
2010-04-24 13:03:35 UTC,16.9,1,-74.001734,40.719617,-73.990252,40.760701,4
2010-04-16 17:23:21 UTC,4.5,0,-73.948493,40.784856,-73.941008,40.792479,1
2010-04-13 22:48:17 UTC,8.5,0,-73.995546,40.739323,-73.964135,40.756799,1
2010-04-16 19:11:37 UTC,9.3,0,-73.981305,40.732794,-73.989136,40.756163,4
2010-04-17 23:27:08 UTC,5.7,0,-73.994136,40.72213,-74.007554,40.725613,2
2010-04-21 13:43:55 UTC,6.1,0,-73.96013,40.77649,-73.969664,40.763481,1
2010-04-22 11:54:51 UTC,30.27,1,-73.976764,40.76009,-73.870492,40.773855,1
2010-04-15 06:59:29 UTC,4.9,0,-73.986964,40.761985,-73.991441,40.750217,1
2010-04-20 13:46:33 UTC,6.5,0,-73.98769,40.735192,-73.984645,40.745088,1
2010-04-23 06:38:58 UTC,3.7,0,-73.989717,40.741363,-73.997391,40.737713,1
2010-04-23 22:14:37 UTC,12.5,1,-74.00275,40.7606,-73.954644,40.770633,1
2010-04-22 11:06:30 UTC,27.07,1,-74.005068,40.726388,-73.98309,40.730527,1
2010-04-21 15:13:51 UTC,4.1,0,-73.965968,40.805397,-73.971983,40.797024,1
2010-04-17 13:11:08 UTC,6.9,0,-73.98852,40.670518,-73.999734,40.683685,1
2010-04-13 14:53:13 UTC,6.9,0,-73.991385,40.749737,-73.97702,40.784952,1
2010-04-25 00:09:35 UTC,5.3,0,-73.97622,40.756396,-73.99084,40.760352,1
2010-04-20 09:32:12 UTC,9.3,0,-73.944182,40.780156,-73.973272,40.751491,1
2010-04-11 20:51:59 UTC,3.7,0,-73.988496,40.74929,-73.978862,40.752651,1
2010-04-20 00:00:37 UTC,5.7,0,-73.972058,40.762317,-73.98615,40.77133,1
2010-04-19 20:46:38 UTC,4.1,0,-73.987035,40.739149,-73.994923,40.734055,2
2010-04-15 11:32:43 UTC,15.7,1,-73.980993,40.68917,-73.988627,40.745832,2
2010-04-16 14:52:42 UTC,8.5,0,-73.991885,40.726017,-73.97331,40.78483,1
2010-04-23 14:41:55 UTC,4.5,0,-73.977112,40.784946,-73.967796,40.792866,2
2010-04-15 15:47:43 UTC,18.7,1,-73.988984,40.773859,-73.940964,40.822351,2
2010-04-23 21:26:24 UTC,5.3,0,-73.978892,40.761786,-73.98744,40.761233,2
2010-04-23 21:09:00 UTC,6.9,0,-73.97252,40.759133,-73.987353,40.77089,1
2010-04-23 16:12:26 UTC,4.5,0,-73.990134,40.734385,-73.993476,40.728417,1
2010-04-19 12:52:54 UTC,4.1,0,-73.964053,40.773882,-73.956329,40.775404,1
2010-04-20 09:05:00 UTC,4.9,0,-73.975538,40.750155,-73.972892,40.758357,1
2010-04-23 22:35:53 UTC,6.9,0,-73.974392,40.753517,-73.991457,40.74683,2
2010-04-18 03:46:31 UTC,32.67,1,-73.834839,40.717381,-73.987562,40.768066,1
2010-04-14 22:43:43 UTC,5.3,0,-73.980897,40.744582,-73.993449,40.736209,1
2010-04-22 15:10:53 UTC,8.5,0,-73.975922,40.751806,-73.998033,40.733619,1
2010-04-24 04:16:50 UTC,12.9,1,-73.83311,40.767255,-73.765138,40.761557,1
2010-04-22 13:56:50 UTC,10.5,1,-73.976861,40.751159,-73.982572,40.763896,3
2010-04-11 12:56:13 UTC,4.9,0,-73.988326,40.74876,-73.979347,40.762462,1
2010-04-11 21:29:47 UTC,9.7,0,-73.957684,40.776401,-73.98706,40.745354,2
2010-04-15 19:14:45 UTC,10.9,1,-73.985075,40.753799,-73.987371,40.72136,1
2010-04-23 21:27:31 UTC,12.1,1,-73.98405,40.774703,-73.996037,40.73375,1
2010-04-22 19:05:48 UTC,8.1,0,-73.974669,40.792982,-73.953894,40.775402,1
2010-04-23 19:30:58 UTC,17.3,1,-73.97339,40.76281,-74.016267,40.709964,2
2010-04-24 23:25:00 UTC,8.9,0,-74.00358,40.722435,-73.98707,40.739002,2
2010-04-20 21:15:45 UTC,7.7,0,-73.962612,40.763115,-73.984808,40.732441,1
2010-04-13 21:40:14 UTC,11.3,1,-73.996419,40.722053,-73.947286,40.722165,1
2010-04-23 12:23:06 UTC,4.9,0,-73.987929,40.738154,-73.979479,40.744028,3
2010-04-21 04:51:58 UTC,9.3,0,-73.995639,40.74408,-74.006238,40.723502,1
2010-04-14 02:11:06 UTC,35.3,1,-73.940209,40.813832,-73.957927,40.653666,1
2010-04-23 19:17:38 UTC,26.1,1,-73.871085,40.773753,-73.993445,40.690743,1
2010-04-16 19:12:57 UTC,15.3,1,-73.961893,40.80512,-73.971241,40.747737,1
2010-04-20 12:06:00 UTC,10.9,1,-73.982852,40.78203,-73.969368,40.763665,1
2010-04-16 23:49:31 UTC,9.7,0,-73.974648,40.756476,-74.004048,40.742358,2
2010-04-25 03:35:52 UTC,16.9,1,-73.98886,40.723107,-73.973688,40.791402,2
2010-04-13 09:14:01 UTC,6.5,0,-73.9792,40.766492,-73.988634,40.751997,1
2010-04-22 09:26:08 UTC,12.1,1,-73.963971,40.757147,-73.991714,40.727048,2
2010-04-11 13:40:21 UTC,8.1,0,-73.979579,40.750423,-73.988049,40.728215,1
2010-04-22 20:45:22 UTC,6.1,0,-73.993876,40.735834,-73.994704,40.750467,2
2010-04-21 08:40:58 UTC,10.1,1,-73.984713,40.73684,-74.005599,40.706825,1
2010-04-23 07:41:00 UTC,5.3,0,-73.956735,40.767265,-73.97026,40.763907,1
2010-04-16 16:04:56 UTC,8.5,0,-73.982269,40.731903,-73.97021,40.75598,1
2010-04-24 04:12:52 UTC,6.1,0,-74.004872,40.719974,-74.00717,40.74358,1
2010-04-23 12:57:24 UTC,17.3,1,-74.011805,40.704238,-73.982271,40.754151,1
2010-04-23 10:32:19 UTC,8.1,0,-74.005042,40.723713,-74.016867,40.704793,1
2010-04-17 17:20:51 UTC,3.3,0,-73.947108,40.776156,-73.950901,40.770884,1
2010-04-18 02:40:25 UTC,21.3,1,-73.978913,40.747131,-73.929642,40.849798,1
2010-04-21 19:43:29 UTC,3.7,0,-73.982026,40.776722,-73.978118,40.77888,1
2010-04-24 23:48:46 UTC,5.7,0,-73.991396,40.731898,-74.002606,40.739179,1
2010-04-20 18:13:11 UTC,6.1,0,-73.984369,40.737019,-73.991292,40.749166,1
2010-04-20 12:43:43 UTC,7.3,0,-73.988517,40.693606,-73.975806,40.687045,1
2010-04-15 20:58:14 UTC,6.5,0,-73.9731,40.748745,-73.975666,40.760404,1
2010-04-19 23:44:00 UTC,10.9,1,-74.008793,40.719305,-73.980997,40.764868,2
2010-04-16 11:15:08 UTC,5.7,0,-73.972206,40.753536,-73.975806,40.763886,1
2010-04-17 23:24:10 UTC,11.7,1,-73.968782,40.754235,-74.000965,40.736696,1
2010-04-16 11:44:47 UTC,7.3,0,-73.97007,40.768452,-73.989748,40.75165,1
2010-04-12 01:21:39 UTC,8.9,0,-73.984712,40.764433,-73.97179,40.759408,1
2010-04-14 11:21:23 UTC,6.9,0,-73.998358,40.735347,-73.983411,40.747168,1
2010-04-11 05:03:27 UTC,32.1,1,-73.970157,40.750085,-73.915188,40.741817,2
2010-04-20 18:32:02 UTC,6.9,0,-73.955112,40.788771,-73.94947,40.772912,3
2010-04-19 11:07:11 UTC,9.3,0,-73.992645,40.753286,-73.966349,40.761903,2
2010-04-15 20:33:43 UTC,6.9,0,-73.961936,40.770949,-73.978121,40.783647,1
2010-04-14 22:03:25 UTC,12.1,1,-73.988505,40.737012,-73.952233,40.709807,1
2010-04-12 13:39:27 UTC,6.5,0,-74.014153,40.717776,-74.002834,40.723389,1
2010-04-21 08:34:47 UTC,8.1,0,-74.004514,40.747035,-73.979166,40.751978,1
2010-04-24 02:10:00 UTC,11.7,1,-73.971348,40.780155,-73.966455,40.782932,1
2010-04-22 16:47:36 UTC,4.1,0,-73.978745,40.772693,-73.982078,40.769145,1
2010-04-22 06:46:12 UTC,4.9,0,-73.98268,40.749018,-73.979463,40.76247,1
2010-04-23 17:09:43 UTC,5.3,0,-73.989478,40.720552,-73.987323,40.732537,1
2010-04-16 18:40:36 UTC,4.9,0,-73.982487,40.735544,-73.984808,40.726575,2
2010-04-17 03:49:54 UTC,12.5,1,-73.990297,40.760807,-73.944803,40.794972,2
2010-04-22 14:02:44 UTC,3.7,0,-73.998607,40.734812,-74.00374,40.74042,1
2010-04-16 09:45:31 UTC,4.9,0,-73.977716,40.742115,-73.985641,40.74154,1
2010-04-23 04:39:33 UTC,12.5,1,-73.782886,40.648849,-73.788761,40.645405,1
2010-04-21 09:00:08 UTC,7.7,0,-73.991761,40.726177,-74.004586,40.742178,2
2010-04-20 12:16:39 UTC,11.7,1,-73.991983,40.754107,-73.969017,40.762692,1
2010-04-23 19:09:27 UTC,9.3,0,-73.988289,40.735027,-73.982741,40.717845,1
2010-04-22 15:50:14 UTC,17.7,1,-73.9827,40.762663,-74.011152,40.709685,1
2010-04-13 23:24:39 UTC,10.1,1,-73.988009,40.737613,-73.961541,40.779463,2
2010-04-15 20:50:16 UTC,9.3,0,-73.982953,40.751066,-73.997795,40.722982,1
2010-04-21 12:55:58 UTC,18.5,1,-73.960317,40.781721,-73.99199,40.749744,1
2010-04-17 19:38:34 UTC,13.3,1,-73.985614,40.768399,-74.002155,40.724697,1
2010-04-23 05:15:00 UTC,6.1,0,-74.002693,40.73375,-73.983485,40.739072,2
2010-04-22 19:38:00 UTC,7.7,0,-73.990347,40.73461,-73.982608,40.719753,3
2010-04-15 12:43:27 UTC,17.3,1,-73.989892,40.701329,-73.989181,40.739653,1
2010-04-19 09:49:46 UTC,4.5,0,-73.957543,40.779564,-73.95361,40.778595,1
2010-04-16 21:59:06 UTC,3.7,0,-73.961373,40.801428,-73.964629,40.805797,2
2010-04-21 15:55:03 UTC,6.5,0,-73.985699,40.758462,-73.971232,40.759264,1
2010-04-15 18:45:37 UTC,3.7,0,-73.955125,40.788586,-73.964469,40.792158,1
2010-04-23 19:18:07 UTC,9.7,0,-74.015314,40.70935,-74.001002,40.741797,1
2010-04-20 14:56:54 UTC,19.7,1,-73.988663,40.751922,-73.943182,40.840474,1
2010-04-16 08:32:05 UTC,19.3,1,-74.007668,40.705318,-73.963654,40.774344,1
2010-04-24 15:33:35 UTC,4.1,0,-73.955626,40.779616,-73.956297,40.787141,1
2010-04-13 13:18:41 UTC,4.5,0,-73.953405,40.775515,-73.981322,40.771157,1
2010-04-14 11:29:29 UTC,5.3,0,-73.954631,40.773937,-73.965147,40.769679,1
2010-04-16 14:00:31 UTC,9.7,0,-73.990534,40.756306,-73.960451,40.778649,4
2010-04-22 18:06:06 UTC,7.3,0,-73.977825,40.766454,-73.953779,40.771977,1
2010-04-17 22:33:25 UTC,15.7,1,-73.994718,40.724979,-73.982331,40.778766,1
2010-04-21 09:19:57 UTC,3.7,0,-73.9796,40.746561,-73.983592,40.744152,1
2010-04-13 09:34:19 UTC,6.5,0,-73.985866,40.767788,-73.982512,40.763029,1
2010-04-21 10:04:44 UTC,5.3,0,-73.960367,40.766203,-73.969746,40.761402,3
2010-04-14 22:50:57 UTC,9.3,0,-73.953879,40.806591,-73.963101,40.774261,1
2010-04-16 13:33:01 UTC,6.5,0,-73.999653,40.753894,-73.986854,40.76151,1
2010-04-22 00:04:54 UTC,16.1,1,-73.984674,40.762364,-73.907892,40.770835,1
2010-04-14 16:07:32 UTC,4.1,0,-73.973059,40.764586,-73.963749,40.774523,1
2010-04-23 19:34:29 UTC,8.1,0,-73.966876,40.756619,-73.991291,40.750276,2
2010-04-15 06:34:41 UTC,3.7,0,-73.990967,40.745573,-73.984081,40.755256,1
2010-04-23 22:52:06 UTC,8.1,0,-73.986301,40.75229,-73.993428,40.727996,1
2010-04-15 23:05:30 UTC,5.7,0,-74.005329,40.738103,-73.96378,40.757605,1
2010-04-12 01:46:00 UTC,5.3,0,-74.004633,40.741628,-73.993595,40.74679,1
2010-04-22 09:59:21 UTC,8.5,0,-73.978109,40.752965,-74.005531,40.741317,1
2010-04-22 12:37:24 UTC,3.7,0,-73.982221,40.774497,-73.978568,40.779056,1
2010-04-15 23:50:34 UTC,14.9,1,-73.998398,40.724435,-73.976835,40.782548,2
2010-04-21 04:40:00 UTC,3.7,0,-73.98156,40.752237,-73.991062,40.749832,1
2010-04-13 13:40:35 UTC,6.5,0,-73.974803,40.755988,-73.960579,40.775368,1
2010-04-18 14:51:43 UTC,5.7,0,-73.981788,40.753127,-73.991419,40.742991,1
2010-04-23 22:52:00 UTC,5.3,0,-73.982692,40.772148,-73.979345,40.764565,2
2010-04-14 06:01:29 UTC,6.9,0,-73.997709,40.736166,-73.977731,40.754007,1
2010-04-23 23:42:52 UTC,7.7,0,-73.98972,40.71415,-73.965222,40.710588,1
2010-04-17 18:54:15 UTC,15.7,1,-74.008115,40.71966,-73.960988,40.766715,1
2010-04-22 20:04:22 UTC,8.9,0,-73.992057,40.723866,-73.983411,40.693407,1
2010-04-23 20:44:36 UTC,4.5,0,-73.96092,40.763459,-73.966993,40.764046,1
2010-04-23 13:43:32 UTC,4.1,0,-73.999605,40.73868,-74.003073,40.742517,1
2010-04-16 19:15:41 UTC,6.9,0,-74.005358,40.748373,-74.006552,40.733762,1
2010-04-17 23:50:39 UTC,11.7,1,-73.998624,40.760741,-73.988571,40.72895,1
2010-04-23 18:01:56 UTC,8.1,0,-73.993218,40.752477,-73.970642,40.759653,1
2010-04-24 09:35:40 UTC,9.7,0,-73.956121,40.767886,-73.99291,40.752029,1
2010-04-11 18:53:15 UTC,8.5,0,-73.992412,40.736634,-73.976937,40.718534,1
2010-04-14 22:09:47 UTC,16.1,1,-73.996037,40.686109,-73.979953,40.737494,1
2010-04-20 00:06:09 UTC,4.9,0,-73.969097,40.764321,-73.961644,40.776725,1
2010-04-19 18:32:59 UTC,12.1,1,-73.994539,40.750679,-73.96587,40.801574,1
2010-04-21 10:21:24 UTC,7.3,0,-73.997788,40.731738,-74.014421,40.714039,1
2010-04-19 09:33:45 UTC,6.1,0,-73.982052,40.774647,-73.981736,40.761845,1
2010-04-11 15:59:22 UTC,5.3,0,-74.000415,40.732429,-73.996845,40.74372,2
2010-04-20 11:55:55 UTC,6.1,0,-73.98115,40.759459,-73.979193,40.767027,1
2010-04-21 08:12:36 UTC,10.9,1,-73.987888,40.769949,-73.99097,40.735016,1
2010-04-19 19:03:20 UTC,4.1,0,-73.960243,40.770641,-73.96726,40.770081,1
2010-04-24 18:35:57 UTC,7.7,0,-73.960764,40.781196,-73.97185,40.756603,1
2010-04-21 06:44:05 UTC,16.9,1,-74.006695,40.704405,-73.984221,40.760587,1
2010-04-23 02:24:11 UTC,4.9,0,-73.936059,40.749784,-73.931758,40.759728,1
2010-04-23 05:48:12 UTC,6.1,0,-73.963216,40.76568,-73.98236,40.755038,1
2010-04-11 14:08:16 UTC,9.7,0,-73.979548,40.76607,-73.950449,40.792441,1
2010-04-23 10:09:00 UTC,4.9,0,-73.969153,40.761795,-73.973953,40.757982,1
2010-04-22 20:04:14 UTC,8.5,0,-73.973549,40.748253,-73.99376,40.754878,1
2010-04-18 21:57:31 UTC,4.5,0,-73.967945,40.758864,-73.964365,40.770139,1
2010-04-13 07:10:12 UTC,6.9,0,-73.980662,40.733924,-73.977519,40.7549,1
2010-04-17 02:25:59 UTC,7.3,0,-74.006769,40.744274,-73.981537,40.76353,2
2010-04-20 09:06:19 UTC,7.3,0,-73.996104,40.744219,-74.004654,40.725484,1
2010-04-22 01:26:09 UTC,6.1,0,-73.974342,40.755619,-73.990467,40.76457,1
2010-04-23 23:23:38 UTC,3.7,0,-73.985257,40.731892,-73.986174,40.727959,1
2010-04-20 10:02:52 UTC,6.5,0,-73.984334,40.760478,-73.975475,40.759868,1
2010-04-24 10:07:20 UTC,14.1,1,-73.984264,40.740323,-73.962037,40.779588,2
2010-04-19 18:21:33 UTC,49.57,1,-73.984004,40.750706,-73.790394,40.643926,2
2010-04-19 18:31:25 UTC,5.3,0,-73.959374,40.771585,-73.968695,40.76461,1
2010-04-13 20:19:33 UTC,4.9,0,-73.990931,40.736688,-73.995853,40.744167,1
2010-04-25 02:28:26 UTC,6.1,0,-74.000099,40.725371,-74.005288,40.718426,2
2010-04-23 00:31:39 UTC,3.3,0,-73.992317,40.748136,-73.991607,40.745087,1
2010-04-20 16:53:23 UTC,6.9,0,-73.996526,40.747791,-74.002307,40.760579,3
2010-04-22 12:13:46 UTC,5.3,0,-74.001516,40.719235,-74.009834,40.720107,2
2010-04-14 09:04:33 UTC,3.7,0,-73.989913,40.753652,-73.98331,40.750913,1
2010-04-12 12:11:39 UTC,11.3,1,-73.995193,40.725303,-73.970745,40.766688,1
2010-04-20 04:22:17 UTC,16.1,1,-73.983276,40.771277,-73.993085,40.69744,1
2010-04-17 21:00:52 UTC,8.1,0,-74.009347,40.715489,-73.995,40.694995,3
2010-04-25 00:57:08 UTC,10.5,1,-73.973951,40.762001,-73.96848,40.800826,1
2010-04-24 10:37:36 UTC,31.07,1,-73.9819,40.772938,-73.872598,40.774553,1
2010-04-13 10:43:05 UTC,12.1,1,-73.982644,40.765978,-73.96407,40.807756,1
2010-04-16 13:08:08 UTC,7.7,0,-73.991555,40.734959,-73.984534,40.754292,1
2010-04-13 12:29:16 UTC,14.9,1,-73.987468,40.768525,-73.982996,40.730891,2
2010-04-16 18:10:32 UTC,9.3,0,-74.005159,40.706733,-73.982486,40.724045,1
2010-04-24 10:53:29 UTC,8.5,0,-73.996386,40.753212,-73.997019,40.725422,1
2010-04-20 23:54:17 UTC,18.9,1,-73.995951,40.726578,-73.913978,40.769232,1
2010-04-17 14:43:54 UTC,5.7,0,-73.953542,40.786758,-73.954718,40.773672,1
2010-04-18 13:59:54 UTC,32.0,1,-73.979566,40.776445,-73.871175,40.774118,2
2010-04-19 11:42:44 UTC,6.5,0,-73.968309,40.770698,-73.96981,40.762211,1
2010-04-18 13:28:43 UTC,5.7,0,-74.011809,40.7096,-74.001924,40.719418,4
2010-04-24 22:34:51 UTC,6.9,0,-74.003398,40.732504,-74.008024,40.707616,2
2010-04-25 02:17:41 UTC,13.3,1,-73.987951,40.73764,-73.987232,40.76271,3
2010-04-23 03:57:03 UTC,5.7,0,-73.963867,40.803068,-73.954011,40.80635,1
2010-04-23 06:46:52 UTC,6.1,0,-74.002375,40.746939,-73.987472,40.76219,1
2010-04-20 18:25:00 UTC,4.5,0,-73.987715,40.756055,-73.987548,40.746355,1
2010-04-12 10:30:26 UTC,4.9,0,-73.986297,40.77879,-73.977969,40.787046,1
2010-04-16 09:18:13 UTC,8.1,0,-73.978091,40.719749,-74.006675,40.727272,1
2010-04-24 23:43:58 UTC,5.3,0,-73.982022,40.774783,-73.979958,40.761275,1
2010-04-23 15:53:36 UTC,9.7,0,-73.983268,40.748208,-73.979668,40.771061,1
2010-04-20 09:03:57 UTC,5.3,0,-73.992566,40.749001,-73.9879,40.740853,1
2010-04-11 09:11:58 UTC,6.9,0,-73.957505,40.717755,-73.939803,40.725887,1
2010-04-15 21:44:17 UTC,10.5,1,-73.987059,40.758648,-73.991062,40.731472,1
2010-04-22 16:56:54 UTC,4.5,0,-73.97771,40.784017,-73.97622,40.795,1
2010-04-22 22:27:26 UTC,16.9,1,-73.951311,40.825471,-73.989531,40.757834,1
2010-04-12 22:41:17 UTC,31.87,1,-73.87468,40.774021,-73.907682,40.884197,1
2010-04-24 16:13:58 UTC,5.7,0,-73.96627,40.762185,-73.977328,40.763653,1
2010-04-21 09:23:57 UTC,6.5,0,-73.961074,40.768977,-73.960827,40.760049,2
2010-04-17 10:50:06 UTC,6.5,0,-73.994551,40.750391,-73.983228,40.75599,3
2010-04-19 15:32:05 UTC,3.7,0,-73.975633,40.752507,-73.985544,40.755097,1
2010-04-11 07:00:02 UTC,4.5,0,-73.95577,40.779751,-73.95275,40.789414,1
2010-04-20 11:20:02 UTC,6.5,0,-73.961372,40.760296,-73.964547,40.768935,1
2010-04-12 14:55:46 UTC,4.5,0,-73.986414,40.740716,-73.977205,40.755473,1
2010-04-24 11:15:10 UTC,11.7,1,-73.973512,40.794801,-73.942859,40.840746,1
2010-04-14 22:13:59 UTC,4.9,0,-73.967725,40.760138,-73.954907,40.767368,2
